,Date,Volume,Open,Close,High,Low,Growth,SMA5,SMA20,daily_change_percentage,returns,daily_trend
2299,2021-07-09,13018700.0,345.32000732421875,350.4200134277344,350.7099914550781,345.2699890136719,Growth Up,350.80800170898436,343.1080017089844,1.380014354254122,0.003938172197287232,Up to 2% Increase
2300,2021-07-12,10018600.0,351.2300109863281,353.1600036621094,354.19000244140625,349.6400146484375,Growth Up,350.5,344.20300140380857,0.781916023452256,0.002214055995424569,Up to 2% Increase
2301,2021-07-13,11456000.0,351.5,352.0899963378906,358.489990234375,348.79998779296875,Growth Up,350.36199951171875,344.96900177001953,-0.3029808905661069,-0.0008605211557199281,No change
2302,2021-07-14,13894200.0,354.5599975585937,347.6300048828125,355.20001220703125,346.7300109863281,Growth Down,349.7900024414063,345.5130020141602,-1.2667191631306696,-0.0036438717755611625,Up to 2% Decrease
2303,2021-07-15,14781600.0,349.2300109863281,344.4599914550781,349.2300109863281,340.2200012207031,Growth Down,349.552001953125,346.18200225830077,-0.9118929273101761,-0.002647311588954441,Up to 2% Decrease
2304,2021-07-16,11026100.0,344.9100036621094,341.1600036621094,345.989990234375,340.1400146484375,Growth Down,347.7,346.414501953125,-0.9580177306017013,-0.0028081185376892487,Up to 2% Decrease
2305,2021-07-19,14372300.0,337.57000732421875,336.95001220703125,339.7900085449219,334.5400085449219,Growth Down,344.4580017089844,346.7790023803711,-1.2340225729531196,-0.0036623312902416593,Up to 2% Decrease
2306,2021-07-20,11024300.0,338.79998779296875,341.6600036621094,343.45001220703125,334.5,Growth Up,342.37200317382815,347.2475021362305,1.397830919852927,0.004091292234590433,Up to 2% Increase
2307,2021-07-21,9279700.0,341.5,346.2300109863281,346.5199890136719,341.25,Growth Up,342.0920043945313,347.60750274658204,1.3375892042483128,0.003863296542197006,Up to 2% Increase
2308,2021-07-22,12385400.0,346.67999267578125,351.19000244140625,351.5400085449219,345.2099914550781,Growth Up,343.43800659179686,348.1375030517578,1.432571209222533,0.004079191318840427,Up to 2% Increase
2309,2021-07-23,33694300.0,360.9100036621094,369.7900085449219,375.3299865722656,357.19000244140625,Growth Up,349.16400756835935,349.46800384521487,5.296280068968917,0.014322399055099208,5-10% Increase
2310,2021-07-26,14925200.0,369.5799865722656,372.4599914550781,374.4400024414063,368.2200012207031,Growth Up,356.26600341796876,351.0225036621094,0.7220267850562845,0.0019385351490654457,Up to 2% Increase
2311,2021-07-27,15705400.0,371.9100036621094,367.80999755859375,373.1499938964844,364.5499877929688,Growth Down,361.4960021972656,351.63100280761716,-1.2484546000010366,-0.003394292184246983,Up to 2% Decrease
2312,2021-07-28,29676900.0,374.55999755859375,373.2799987792969,377.5499877929688,366.9299926757813,Growth Down,366.9059997558594,352.7005020141602,1.487181223188938,0.003984090302326215,Up to 2% Increase
2313,2021-07-29,33413200.0,361.0,358.32000732421875,365.5199890136719,356.739990234375,Growth Down,368.3320007324219,353.2310028076172,-4.007713111873235,-0.0111847316084891,2-5% Decrease
2314,2021-07-30,15966700.0,354.0,356.29998779296875,360.7300109863281,352.94000244140625,Growth Up,365.6339965820313,353.3265014648438,-0.5637473459365716,-0.0015822266776616956,Up to 2% Decrease
2315,2021-08-02,13180400.0,358.1000061035156,351.95001220703125,359.3999938964844,350.739990234375,Growth Down,361.53200073242186,353.1890014648437,-1.2208744695397233,-0.0034688859985649197,Up to 2% Decrease
2316,2021-08-03,12406100.0,352.7300109863281,351.239990234375,353.7699890136719,347.70001220703125,Growth Down,358.21799926757814,353.1120010375977,-0.20173943686030427,-0.0005743635191587604,No change
2317,2021-08-04,14180600.0,352.4200134277344,358.9200134277344,360.4800109863281,351.510009765625,Growth Up,355.34600219726565,353.53350219726565,2.186545782624205,0.006092014100140025,2-5% Increase
2318,2021-08-05,10247200.0,359.6400146484375,362.9700012207031,363.8999938964844,356.8999938964844,Growth Up,356.2760009765625,354.3995025634766,1.128381712206794,0.00310874647605019,Up to 2% Increase
2319,2021-08-06,8918100.0,361.3999938964844,363.510009765625,365.1499938964844,361.3999938964844,Growth Up,357.71800537109374,355.0540023803711,0.1487749795040294,0.0004092734051531424,No change
2320,2021-08-09,7798900.0,363.760009765625,361.6099853515625,365.7799987792969,360.75,Growth Down,359.65,355.47650146484375,-0.5226883340262223,-0.0014454477342987558,Up to 2% Decrease
2321,2021-08-10,7469900.0,361.8299865722656,361.1300048828125,364.1000061035156,359.0400085449219,Growth Down,361.6280029296875,355.92850189208986,-0.13273429611833087,-0.00036755266614138987,No change
2322,2021-08-11,8400300.0,362.1000061035156,359.9599914550781,362.3599853515625,357.8099975585937,Growth Down,361.83599853515625,356.5450012207031,-0.32398676706856255,-0.0009000632702509526,No change
2323,2021-08-12,7170700.0,358.45001220703125,362.6499938964844,363.0,357.1099853515625,Growth Up,361.7719970703125,357.4545013427734,0.7473059521232894,0.0020606810001397714,Up to 2% Increase
2324,2021-08-13,7192500.0,362.9700012207031,363.1799926757813,364.6600036621094,361.4800109863281,Growth Up,361.70599365234375,358.55550079345704,0.14614608802343554,0.0004024067706667513,No change
2325,2021-08-16,11222100.0,362.5199890136719,366.55999755859375,366.9500122070313,357.3800048828125,Growth Up,362.69599609375,360.03600006103517,0.9306693515547915,0.0025389277546741204,Up to 2% Increase
2326,2021-08-17,12328700.0,362.9800109863281,358.45001220703125,364.6700134277344,355.07000732421875,Growth Down,362.1599975585938,360.87550048828126,-2.2124578256158878,-0.006172291115275595,2-5% Decrease
2327,2021-08-18,10042400.0,356.25,355.45001220703125,359.8599853515625,355.1499938964844,Growth Down,361.25800170898435,361.3365005493164,-0.8369367827688268,-0.0023545836377165583,Up to 2% Decrease
2328,2021-08-19,12004500.0,351.3500061035156,355.1199951171875,357.57000732421875,351.0,Growth Up,359.752001953125,361.53300018310546,-0.0928448666507653,-0.00026144646296282766,No change
2329,2021-08-20,8693500.0,354.6000061035156,359.3699951171875,359.989990234375,353.3099975585937,Growth Up,358.99000244140626,361.0119995117187,1.1967785701837208,0.0033302128348068165,Up to 2% Increase
2330,2021-08-23,10942000.0,359.44000244140625,363.3500061035156,365.6900024414063,359.1000061035156,Growth Up,358.34800415039064,360.55650024414064,1.1074967416326187,0.003048016301166929,Up to 2% Increase
2331,2021-08-24,9235100.0,363.6600036621094,365.510009765625,367.9599914550781,361.8399963378906,Growth Up,359.7600036621094,360.4415008544922,0.5944691415510794,0.0016264100179698752,Up to 2% Increase
2332,2021-08-25,9684500.0,365.6000061035156,368.3900146484375,370.8599853515625,365.3999938964844,Growth Up,362.34800415039064,360.1970016479492,0.7879414532748985,0.002138878422171263,Up to 2% Increase
2333,2021-08-26,7888700.0,368.3800048828125,364.3800048828125,369.4400024414063,364.1300048828125,Growth Down,364.20000610351565,360.50000152587893,-1.0885229257508122,-0.002987328918064233,Up to 2% Decrease
2334,2021-08-27,11214200.0,365.1000061035156,372.6300048828125,373.739990234375,364.0799865722656,Growth Up,366.8520080566406,361.3165023803711,2.264119844515955,0.0060760534976993935,2-5% Increase
2335,2021-08-30,13547300.0,372.55999755859375,380.6600036621094,381.489990234375,370.5199890136719,Growth Up,370.3140075683594,362.752001953125,2.1549522781511454,0.0056610945658057,2-5% Increase
2336,2021-08-31,12345400.0,379.9500122070313,379.3800048828125,382.760009765625,378.7999877929688,Growth Down,373.0880065917969,364.15900268554685,-0.33625775415928594,-0.000886334940775683,No change
2337,2021-09-01,11567200.0,379.5899963378906,382.0499877929688,384.3299865722656,378.80999755859375,Growth Up,375.82000122070315,365.3155014038086,0.70377533760142,0.0018421027616490665,Up to 2% Increase
2338,2021-09-02,14832900.0,381.5,375.2799987792969,381.75,374.05999755859375,Growth Down,378.0,365.9310012817383,-1.7720165501851959,-0.004721851833162372,Up to 2% Decrease
2339,2021-09-03,7509600.0,374.75,376.260009765625,377.1600036621094,373.1099853515625,Growth Up,378.7260009765625,366.5685012817383,0.2611412783830369,0.000694044733974529,No change
2340,2021-09-07,10793800.0,375.8800048828125,382.1799926757813,382.9599914550781,373.1499938964844,Growth Up,379.02999877929693,367.59700164794924,1.5733755266322147,0.004116844305784925,Up to 2% Increase
2341,2021-09-08,11067200.0,380.1600036621094,377.5700073242188,380.8699951171875,374.7900085449219,Growth Down,378.6679992675782,368.4190017700195,-1.2062340886257017,-0.003194729626895153,Up to 2% Decrease
2342,2021-09-09,9098900.0,377.6400146484375,378.0,379.8299865722656,376.5700073242188,Growth Up,377.8580017089844,369.3210021972656,0.11388422476363846,0.00030128101789322345,No change
2343,2021-09-10,11537600.0,381.3599853515625,378.6900024414063,383.7900085449219,378.260009765625,Growth Down,378.5400024414063,370.12300262451174,0.18254032841436008,0.0004820310207228247,No change
2344,2021-09-13,13026300.0,381.6799926757813,376.510009765625,381.75,374.3500061035156,Growth Down,378.5900024414062,370.7895034790039,-0.5756668150009081,-0.0015289548752216624,Up to 2% Decrease
2345,2021-09-14,8711600.0,377.3999938964844,376.5299987792969,378.5899963378906,375.1099853515625,Growth Down,377.4600036621094,371.2880035400391,0.005309025830224634,1.4099874770765663e-05,No change
2346,2021-09-15,17940300.0,377.0,373.9200134277344,377.55999755859375,367.6700134277344,Growth Down,376.7300048828125,372.0615036010742,-0.6931679706860039,-0.0018537867613228703,Up to 2% Decrease
2347,2021-09-16,11934200.0,372.7900085449219,373.05999755859375,373.55999755859375,369.7099914550781,Growth Up,375.74200439453125,372.94200286865237,-0.22999995674390927,-0.0006165226994292919,No change
2348,2021-09-17,26299000.0,371.4100036621094,364.7200012207031,371.4100036621094,361.5899963378906,Growth Down,372.9480041503906,373.4220031738281,-2.235564357601949,-0.006129535945710697,2-5% Decrease
2349,2021-09-20,19822800.0,359.29998779296875,355.70001220703125,361.0299987792969,349.79998779296875,Growth Down,368.7860046386719,373.23850402832034,-2.473127051843149,-0.006952845001320081,2-5% Decrease
2350,2021-09-21,11751900.0,358.5,357.4800109863281,360.0400085449219,355.19000244140625,Growth Down,364.97600708007815,372.94500427246095,0.5004213433259075,0.0013998582520605499,Up to 2% Increase
2351,2021-09-22,43692900.0,347.2300109863281,343.2099914550781,349.8399963378906,340.69000244140625,Growth Down,358.83400268554686,371.8300033569336,-3.9918370517773583,-0.011630888235081698,2-5% Decrease
2352,2021-09-23,21806300.0,345.3599853515625,345.9599914550781,349.6700134277344,343.0,Growth Up,353.41400146484375,370.7085021972656,0.8012587245321834,0.00231604446850099,Up to 2% Increase
2353,2021-09-24,18801900.0,343.239990234375,352.9599914550781,354.3500061035156,342.3699951171875,Growth Up,351.06199951171874,370.1375015258789,2.0233553511660674,0.005732534565248548,2-5% Increase
2354,2021-09-27,15205800.0,349.8099975585937,353.5799865722656,355.1499938964844,347.0799865722656,Growth Up,350.63799438476565,369.18500061035155,0.17565591914017187,0.000496792595200438,No change
2355,2021-09-28,21710300.0,347.9700012207031,340.6499938964844,349.6000061035156,338.9200134277344,Growth Down,347.27199096679686,367.1845001220703,-3.656879112737499,-0.010735004192745529,2-5% Decrease
2356,2021-09-29,14452200.0,343.1499938964844,339.6099853515625,345.2300109863281,338.8800048828125,Growth Down,346.55198974609374,365.1959991455078,-0.30530120756083745,-0.0008989759451412809,No change
2357,2021-09-30,16547100.0,340.45001220703125,339.3900146484375,342.79998779296875,338.1499938964844,Growth Down,345.2379943847656,363.06300048828126,-0.06477156521098593,-0.0001908469973050933,No change
2358,2021-10-01,14789507.0,341.6099853515625,343.010009765625,345.010009765625,338.6400146484375,Growth Up,343.247998046875,361.44950103759766,1.0666180385234147,0.0031095828347756475,Up to 2% Increase
